property-title,rating,price,price_with_tax,link,Place Name,Latitude,Longitude,Average Rating,Average Price (WON),Link,Phone
,,,,,온앤온서프,33.4418098,126.918719,,,,
,,,,,중문해물라면오빠네,33.2545337,126.4177918,,,,
,,,,,자매국수,33.5080105,126.5323588,,,,
,,,,,제주 국제 공항 도착,33.5068153,126.4937313,,,,
,,,,,빛의벙커,33.4361697,126.8999842,,,,
,,,,,제주공항,33.5063532,126.4929923,,,,
,,,,,더베스트성산호텔,33.4495947,126.9173108,,,,
,,,,,호텔더원,33.4830297,126.4915535,,,,
,,,,,올레시장,33.2488957,126.5640948,,,,
,,,,,협재,33.3879756,126.2390672,,,,
,,,,,숙소,33.284736,126.5605806,,,,
,,,,,비자림,33.482391,126.8071896,,,,
,,,,,제주더퍼스트70호텔,33.2470182,126.5667701,,,,
,,,,,더마파크,33.3547075,126.2427283,,,,
,,,,,선인장군락,33.3778191,126.2154567,,,,
,,,,,이호테우해변,33.4972037,126.452404,,,,
,,,,,알작지,33.4959441,126.4398083,,,,
,,,,,파크사이드,33.4923167,126.4907947,,,,
,,,,,한울랜드,33.4973741,126.7503262,,,,
,,,,,제주라프-야경,33.4872553,126.7058694,,,,
,,,,,제주공항,33.5057788,126.4933299,,,,
,,,,,바다위에펜션,33.4830517,126.4036657,,,,
,,,,,제주공항,33.5033719,126.4940467,,,,
,,,,,제주공항,33.5056337,126.4930108,,,,
,,,,,제주공항,33.4970183,126.4899865,,,,
,,,,,고등어쌈밥,33.4842994,126.4063742,,,,
,,,,,제주공항,33.4909867,126.5131804,,,,
,,,,,가람돌솥밥,33.24954,126.4313409,,,,
,,,,,더베스트제주성산호텔,33.4496587,126.9172829,,,,
,,,,,문개항아리,33.5533942,126.6440181,,,,
,,,,,제주이야기 애월점,33.4613924,126.3117773,,,,
,,,,,전망좋은횟집,33.4607134,126.9324703,,,,
,,,,,승마장 (개비쌈 ㅋ),33.4251148,126.4906794,,,,
,,,,,만장굴,33.5280057,126.7718861,,,,
,,,,,제주공항,33.5069141,126.4929427,,,,
,,,,,어디로든 갯바위낚시,33.2401582,126.5606481,,,,
,,,,,제주공항,33.500114,126.493051,,,,
,,,,,자연과사람들밀면,33.4616751,126.6602429,,,,
,,,,,제주공항,33.4874597,126.492853,,,,
,,,,,공항,33.5020202,126.4908471,,,,
,,,,,공항,33.5027652,126.4882937,,,,
,,,,,제주공항,33.5067991,126.4929683,,,,
,,,,,제주공항,33.5063547,126.4929787,,,,
,,,,,숙소 : 플레이스캠프,33.4502077,126.9184194,,,,
,,,,,함덕 해수욕장,33.5394823,126.6719849,,,,
,,,,,한담해안산책로,33.4589748,126.3104814,,,,
,,,,,풍전식당,33.4832459,126.4903597,,,,
,,,,,빛의 벙커,33.439588,126.8996686,,,,
,,,,,ㅇㄹㄴㄹㅇ,33.4769352,126.4764437,,,,
,,,,,새마을금고 제주연수원,33.4137055,126.3939578,,,,
,,,,,브런치,33.4786243,126.5044167,,,,
,,,,,새연교,33.2376731,126.5593354,,,,
,,,,,제주국제공항,33.4958117,126.4935142,,,,
,,,,,우도 하하호호 수제 햄버거,33.5208495,126.9485341,,,,
,,,,,섭지코지 ,33.4292499,126.931021,,,,
,,,,,쇠소깍,33.2540919,126.6234989,,,,
,,,,,외돌개 (석양),33.2390294,126.5449117,,,,
,,,,,애월항,33.4530497,126.3266097,,,,
,,,,,인더오조,33.469179,126.9202733,,,,
,,,,,뿔소라몽땅,33.2338629,126.5069966,,,,
,,,,,솔동산고기국수,33.2428957,126.565302,,,,
,,,,,공천포식당,33.266598,126.6427957,,,,
,,,,,복자시연탄구이,33.4692535,126.9198877,,,,
,,,,,공항,33.504236,126.4927724,,,,
,,,,,성산플로우(숙소),33.4604211,126.9317264,,,,
,,,,,제주공항렌트카,33.4933019,126.4558418,,,,
,,,,,코삿펜션(숙소),33.4827099,126.3808116,,,,
,,,,,제주앤아로마,33.5149693,126.5242235,,,,
,,,,,제주도,33.5768284,126.5435426,,,,
,,,,,제주도,33.5768284,126.5435426,,,,
,,,,,공하우스,33.3042959,126.3367674,,,,
,,,,,제주,33.3042959,126.3367674,,,,
,,,,,제주공항,33.5023476,126.4973884,,,,
,,,,,돈떵이,33.4840913,126.4907296,,,,
,,,,,우리집,36.8869353,128.7981614,,,,
,,,,,대구공항,35.8995455,128.6377962,,,,
,,,,,제주 프리또,33.3891504,126.2272358,,,,
,,,,,돈해돈찜,33.4816761,126.5026382,,,,
,,,,,제주봄뮤지엄스테이,33.2502421,126.587307,,,,
,,,,,김만복김밥 애월점,33.4675252,126.3390643,,,,
,,,,,덕승식당 중문점,33.2522356,126.4266542,,,,
,,,,,제일수산횟집,33.2515003,126.5605343,,,,
,,,,,귀덕바다 투명카약,33.443273,126.2911274,,,,
,,,,,소울펜션,33.2451148,126.391219,,,,
,,,,,쉐프와흑돼지,33.2778668,126.3613216,,,,
,,,,,정방 폭포,33.2447152,126.5717027,,,,
,,,,,선경 오피스텔,33.2487082,126.5694573,,,,
,,,,,비오토피아박물관,33.2945309,126.3989128,,,,
,,,,,돌토고리카페,33.3255953,126.8444,,,,
,,,,,빛의벙커,33.4427465,126.898313,,,,
,,,,,제주민속오일시장,33.4966365,126.475445,,,,
,,,,,비양도,33.5142892,126.9723156,,,,
,,,,,선착장,33.5092959,126.9418945,,,,
,,,,,달무지개,33.307176,126.768568,,,,
,,,,,집,37.5632832,127.0125282,,,,
,,,,,전망좋은횟집,33.460707,126.9324894,,,,
,,,,,삼양해수욕장,33.5262088,126.5866478,,,,
,,,,,페이지민박 게스트하우스,33.4968688,126.4519505,,,,
,,,,,차귀도,33.3077414,126.1697614,,,,
,,,,,제주에머물다 펜션,33.2636478,126.19603,,,,
,,,,,늘고팡(흑돼지),33.2545681,126.5714664,,,,
,,,,,유진이네회초밥,33.4897224,126.4884829,,,,
,,,,,제주 국제 공항,33.4944081,126.4955283,,,,
,,,,,공하우스,33.3400373,126.2714149,,,,
,,,,,김포공항,37.5650951,126.795964,,,,
,,,,,배낚시,33.2394431,126.56699,,,,
,,,,,버드나무집,33.5414722,126.6674982,,,,
,,,,,칠돈가 한림점,33.4077398,126.2617752,,,,
,,,,,폴리 ATV,33.3869886,126.3756226,,,,
,,,,,자매국수,33.5080241,126.5323465,,,,
,,,,,제주공항,33.5067782,126.49292,,,,
,,,,,제주공항,33.5067782,126.49292,,,,
,,,,,제주국제공항,33.5044442,126.4931731,,,,
,,,,,올레 우정회 센타,33.2495707,126.5632317,,,,
,,,,,농협 하나로 마트 ,33.2480161,126.559358,,,,
,,,,,경미 휴게소,33.4613065,126.933453,,,,
,,,,,한라산 1100도로,33.3544975,126.4628304,,,,
,,,,,도깨비 도로,33.4492935,126.4862617,,,,
,,,,,우도 등대,33.4927966,126.9650041,,,,
,,,,,아스타호텔 / 숙소,33.5008329,126.5202448,,,,
,,,,,준바이크 / 렌트,33.4994884,126.5067349,,,,
,,,,,에코랜드,33.445818,126.6722928,,,,
,,,,,성산일출봉,33.4621125,126.9349484,,,,
,,,,,빛의벙커,33.4397501,126.8992756,,,,
,,,,,월정리해수욕장,33.5550914,126.7969919,,,,
,,,,,함덕해수욕장,33.5427468,126.6697741,,,,
,,,,,마카롱 < 예림,33.5592378,126.7928999,,,,
,,,,,말레콘,33.552816,126.7966761,,,,
,,,,,제주공항,33.4984777,126.4934144,,,,
,,,,,제주도,33.3847403,126.4985338,,,,
,,,,,기원뚝배기,33.2573689,126.4138652,,,,
,,,,,공하우스,33.4552337,126.0404914,,,,
,,,,,제주,33.3847403,126.4985338,,,,
,,,,,윈스카이 호텔,33.2526333,126.5072771,,,,
,,,,,수중산책,33.3877245,126.2307874,,,,
,,,,,에코블루,33.4814627,126.4917234,,,,
,,,,,제바나 횟집,33.5166123,126.5048451,,,,
,,,,,제주국제공항,33.5068383,126.4930076,,,,
,,,,,섭지코지,33.4242155,126.9285964,,,,
,,,,,만장굴,33.5284222,126.7715191,,,,
,,,,,제주조각공원,33.2508373,126.3219494,,,,
,,,,,제주공항,33.5024661,126.4926792,,,,
,,,,,IRO 제주,33.2411877,126.3639983,,,,
,,,,,덕성원,33.2448414,126.5633921,,,,
,,,,,비자림,33.4779905,126.8072558,,,,
,,,,,곽지해수욕장,33.4519868,126.3059664,,,,
,,,,,협재해수욕장,33.3941845,126.2399291,,,,
,,,,,성산포 여객터미널,33.472827,126.9344042,,,,
,,,,,한림공원,33.3885123,126.2407911,,,,
,,,,,제주공항,33.5048617,126.4934025,,,,
,,,,,협재해수욕장,33.3941279,126.2380265,,,,
,,,,,일성콘도,33.3916372,126.2375521,,,,
,,,,,서귀포올래시장,33.2489207,126.5638446,,,,
,,,,,GB,33.4922729,126.6334898,,,,
,,,,,해왓 (갈치조림),33.437888,126.9170894,,,,
,,,,,성산일출봉,33.4581564,126.9391073,,,,
,,,,,용두암,33.5159995,126.5138901,,,,
,,,,,돌하루방,33.5388932,126.687936,,,,
,,,,,섭지코지,33.4226785,126.9300852,,,,
,,,,,바다산책 숙소,33.2747857,126.7108131,,,,
,,,,,협재식물원,33.3992528,126.2448908,,,,
,,,,,쇠소깍,33.2522705,126.6246993,,,,
,,,,,항구식당(모슬포) 횟집,33.2173133,126.2497746,,,,
,,,,,뷰크레스트,33.2415885,126.5363879,,,,
,,,,,도민상회(근고기),33.4133321,126.2603229,,,,
,,,,,엘림소반(점심/한식),33.264605,126.2591376,,,,
,,,,,참솔식당,33.4228082,126.4062028,,,,
,,,,,제주오성(갈치조림),33.2553582,126.4144909,,,,
,,,,,서프라이즈테마파크,33.3866369,126.6370539,,,,
,,,,,제주국제공항,33.4974641,126.4937017,,,,
,,,,,코업시티호텔 하버뷰,33.2744377,126.658837,,,,
,,,,,제주 국제공항,33.5007458,126.4940771,,,,
,,,,,제주정담,33.4908556,126.5360583,,,,
,,,,,어머니빵집,33.4915465,126.4888268,,,,
,,,,,오후새우시,33.5058354,126.5217599,,,,
,,,,,브런치,33.4786243,126.5044167,,,,
,,,,,동문재래시장,33.5120168,126.5266953,,,,
,,,,,제주속으로,33.5097048,126.5146608,,,,
,,,,,돔그라미펜션,33.3355045,126.8101603,,,,
,,,,,김군게스트하우스,33.5194234,126.4944929,,,,
,,,,,초밥군커피씨,33.5128531,126.5128839,,,,
,,,,,섬오름 호텔,33.2346741,126.5151065,,,,
,,,,,섬오름,33.2346741,126.5151065,,,,
,,,,,제주국제공항,33.5008154,126.4934149,,,,
,,,,,제주 광해 애월점,33.4877017,126.3903639,,,,
,,,,,곰막,33.5508541,126.7813751,,,,
,,,,,우도,33.4937317,126.9510437,,,,
,,,,,가자 우리집,33.5169327,126.5314888,,,,
,,,,,성판악매표소,33.3848036,126.6198257,,,,
,,,,,마라도가는 여객선,33.2073894,126.2905329,,,,
,,,,,성산포선착장,33.4728008,126.9343392,,,,
,,,,,동문공설시장공영주차장,33.5117708,126.5283534,,,,
,,,,,우와국수,33.2748227,126.3625188,,,,
,,,,,마소락,33.4448764,126.9124846,,,,
,,,,,청주공항,36.7217781,127.4961858,,,,
,,,,,에월항,33.4669982,126.3219914,,,,
,,,,,제주공항,33.5035733,126.493984,,,,
,,,,,제주국제공항,33.5064829,126.4930418,,,,
,,,,,더마파크,33.3548068,126.2425259,,,,
,,,,,서귀포 매일올래시장,33.2493597,126.563967,,,,
,,,,,에코랜드테마파크,33.4466629,126.6670618,,,,
,,,,,팜스빌리지,33.4423835,126.2850081,,,,
,,,,,목장카페 드루쿰다,33.4079736,126.7709949,,,,
,,,,,제주공항,33.508038,126.4939424,,,,
,,,,,제주항,33.5260046,126.5437963,,,,
,,,,,비오토피아 수풍석 박물관,33.3014485,126.3891923,,,,
,,,,,블루렌터카,33.5035267,126.499652,,,,
,,,,,제주부영리조트,33.2375751,126.4146726,,,,
,,,,,비자림,33.4724067,126.8090017,,,,
,,,,,숙소,33.3211732,126.8448994,,,,
,,,,,미명,33.3589286,126.5225387,,,,
,,,,,렌터카,33.5153733,126.5017733,,,,
,,,,,아트스테이서귀포하버,33.2454676,126.566719,,,,
,,,,,금능630 (숙소),33.3866703,126.2309888,,,,
,,,,,제주공항,33.5063892,126.4931505,,,,
,,,,,제주도1,33.3766859,126.5801329,,,,
,,,,,제주도3,33.3802243,126.7644921,,,,
,,,,,제주국제공항,33.5064534,126.493236,,,,
,,,,,칠돈가,33.535322,126.6751715,,,,
,,,,,이삼구구,33.5414354,126.6669434,,,,
,,,,,사려니숲길 뒷편,33.3951862,126.6851778,,,,
,,,,,용두성 식당,33.5145495,126.5125557,,,,
,,,,,제주공항,33.4983947,126.492152,,,,
,,,,,올레길1코스시작,33.4789785,126.8952096,,,,
,,,,,보네르하우스,33.4258673,126.2710934,,,,
,,,,,호텔 컬리넌,33.4852541,126.4928209,,,,
,,,,,올레길1코스 시작점,33.4788677,126.8955477,,,,
,,,,,제주항,33.5191024,126.5335915,,,,
,,,,,렌트카,33.5040082,126.5021664,,,,
,,,,,일성제주비치,33.3856792,126.2208912,,,,
,,,,,비자림,33.4838964,126.8153067,,,,
,,,,,함덕해수욕장,33.542839,126.6699279,,,,
,,,,,산방산(유채),33.2406017,126.3137478,,,,
,,,,,별비치,33.4160268,126.8854294,,,,
,,,,,탑동,33.5164419,126.5250731,,,,
,,,,,타쿠마스시,33.439034,126.9185114,,,,
,,,,,수애기 베이커리,33.2222223,126.244201,,,,
,,,,,공항도착,33.491022,126.4940174,,,,
,,,,,한라수목원,33.4669055,126.4917572,,,,
,,,,,zzz제주흑돼지,33.4879657,126.4960862,,,,
,,,,,블루 렌트카,33.5050093,126.4976376,,,,
,,,,,차귀도,33.2995823,126.1582,,,,
,,,,,관광,33.2265831,126.5652233,,,,
,,,,,경치,33.4498683,126.917464,,,,
,,,,,불빛정원 테마파크,33.422941,126.4054018,,,,
,,,,,제주국제공항,33.5030485,126.4951015,,,,
,,,,,Ju's home,33.5258583,126.5739437,,,,
,,,,,오설록,33.307357,126.3221028,,,,
,,,,,해리앤소담,33.46248,126.4309642,,,,
,,,,,성산항,33.4692571,126.9319988,,,,
,,,,,파도소리 해녀촌(식사),33.498156,126.9449292,,,,
,,,,,제주공항,33.4989919,126.4913415,,,,
,,,,,중문색달리갈치,33.2583586,126.4045489,,,,
,,,,,제주공항,33.5068365,126.4927428,,,,
,,,,,부천시 ,33.448161,126.9532825,,,,
,,,,,제주공항,33.4983629,126.4906599,,,,
,,,,,제주국제공항,33.5061238,126.4931537,,,,
,,,,,제주국제공항,33.5067731,126.4929739,,,,
,,,,,풍림다방,33.4715659,126.7835777,,,,
,,,,,더스테이센추리호텔,33.4916057,126.4161991,,,,
,,,,,코업시티호텔,33.4659112,126.9319382,,,,
,,,,,새연교 콘서트,33.2383979,126.5590498,,,,
,,,,,우도박물관,33.5075209,126.9534295,,,,
,,,,,성산일출봉,33.4587358,126.941165,,,,
,,,,,그랜드메르호텔,33.2395669,126.3861117,,,,
,,,,,정방폭포,33.2447932,126.5716449,,,,
,,,,,만장굴,33.5313647,126.7721487,,,,
,,,,,비자림,33.4842246,126.8063786,,,,
,,,,,에코랜드 테마파크,33.4470616,126.6673403,,,,
,,,,,우리숙소,33.3130474,126.2623355,,,,
,,,,,푸르다오션 펜션,33.3794698,126.216411,,,,
,,,,,아르츠스파앤풀빌라,33.4853374,126.9020095,,,,
,,,,,노로오름,33.3651539,126.4371679,,,,
,,,,,제주공항 ,33.4820464,126.5029727,,,,
,,,,,성산일출봉,33.4531573,126.9184061,,,,
,,,,,용연구름다리,33.514856,126.514343,,,,
,,,,,제주공항도착-렌터카수령,33.501336,126.4971018,,,,
,,,,,빨간머리몽 게스트하우스,33.528053,126.8696498,,,,
,,,,,공항,33.5041514,126.4926597,,,,
,,,,,이호테후 해수욕장,33.4961938,126.4531032,,,,
,,,,,빛의벙커(클림프),33.439635,126.8997722,,,,
,,,,,미도식당,33.2324767,126.309728,,,,
,,,,,ZZZ 제주흑돼지,33.488328,126.4962692,,,,
,,,,,호로락,33.4977456,126.9673985,,,,
,,,,,사려니숲길,33.3951609,126.6850735,,,,
,,,,,숙소,33.4739457,126.9110799,,,,
,,,,,숙소,33.4922732,126.4893705,,,,
,,,,,제주&스시,33.4961257,126.533431,,,,
,,,,,제주항,33.5193908,126.5349905,,,,
,,,,,올레길종점,33.4519122,126.9238614,,,,
,,,,,비자숲길,33.4952433,126.8119184,,,,
,,,,,애월당,33.4641039,126.3092425,,,,
,,,,,AJ렌터카 제주공항지점,33.5034503,126.5019818,,,,
,,,,,공항,33.5057422,126.4925551,,,,
,,,,,로빙화,33.2750951,126.7093298,,,,
,,,,,파크선샤인제주,33.2432857,126.5533557,,,,
,,,,,시골밥상,33.4520832,126.9127247,,,,
,,,,,제주김만복 (전복김밥),33.460036,126.9295988,,,,
,,,,,골든튤립,33.4478827,126.9162432,,,,
,,,,,은하농장,33.2724938,126.3045731,,,,
,,,,,오션카페,33.4790754,126.9094607,,,,
,,,,,일성제주비치콘도,33.3853176,126.2217806,,,,
,,,,,제주공항,33.5035217,126.4915263,,,,
,,,,,해리안호텔,33.2528393,126.421432,,,,
,,,,,키아오라리조트,33.4342582,126.9046625,,,,
,,,,,sk렌터카,33.4937511,126.4501312,,,,
,,,,,돌담너머바다,33.3661675,126.1987003,,,,
,,,,,수제협재돈가스,33.3956102,126.2421668,,,,
,,,,,화이트 드림 펜션,33.4726724,126.3548351,,,,
,,,,,아주렌터카,33.5039773,126.5020925,,,,
,,,,,주상절리대(중문대포해안),33.2362616,126.4278523,,,,
,,,,,카멜라힐,33.289352,126.3697286,,,,
,,,,,오설록,33.3051885,126.2891812,,,,
,,,,,신화월드 호텔,33.3043523,126.318494,,,,
,,,,,붉은 제주 식당,33.4538583,126.3068991,,,,
,,,,,더육정육식당,33.4819251,126.4741929,,,,
,,,,,로컬크랩,33.490404,126.9107093,,,,
,,,,,흑돈오리,33.2477958,126.5646725,,,,
,,,,,대포주상절리,33.2367514,126.4259582,,,,
,,,,,공룡랜드,33.4406303,126.4369507,,,,
,,,,,송악산,33.2069875,126.2906036,,,,
,,,,,쇠소깍,33.2516999,126.6245791,,,,
,,,,,도착,33.5085439,126.496011,,,,
,,,,,어딘가식당,33.5464245,126.7946714,,,,
,,,,,제주공항,33.5023989,126.4901032,,,,
,,,,,어박사,33.407421,126.2578547,,,,
,,,,,나운터횟집,33.2409583,126.5613629,,,,
,,,,,대발이바크,33.274412,126.7049137,,,,
,,,,,마가리따은혜씨,33.4610359,126.9342708,,,,
,,,,,아일랜드 라디오,33.2496952,126.6188736,,,,
,,,,,윈 스카이 호텔,33.2532692,126.5084985,,,,
,,,,,우도천진항,33.491747,126.9503596,,,,
,,,,,우도물들이(라면),33.5237766,126.9514671,,,,
,,,,,파라토도스,33.3892046,126.2323112,,,,
,,,,,셰프와 흑돼지,33.2778983,126.3622229,,,,
,,,,,제주항국제여객터미널,33.5254377,126.5382005,,,,
,,,,,제주공항,33.506777,126.4930186,,,,
,,,,,제주 송당송당펜션 리조트,33.4337784,126.7362029,,,,
,,,,,천제연폭포,33.251368,126.4096928,,,,
,,,,,쇠소깍,33.2518744,126.6225275,,,,
,,,,,주상절리,33.2386143,126.4233148,,,,
,,,,,섭지코지,33.4196065,126.9357015,,,,
,,,,,만장굴,33.525716,126.7679493,,,,
,,,,,방주교회,33.2950716,126.3624781,,,,
,,,,,용머리해안,33.2298307,126.3186103,,,,
,,,,,금호리조트,33.2777742,126.7100976,,,,
,,,,,틈새식당,33.2519296,126.4270044,,,,
,,,,,공항,33.4882328,126.5128902,,,,
,,,,,제주부영리조트,33.242777,126.4254277,,,,
,,,,,소보록요보록,33.2504924,126.5803594,,,,
,,,,,제주신화월드 워터파크,33.3014657,126.3201802,,,,
,,,,,애월 카페거리,33.4743177,126.3957591,,,,
,,,,,제주공항,33.4920826,126.4934884,,,,
,,,,,"금백조로,산록남로",33.2898912,126.5066757,,,,
,,,,,도착,33.4978854,126.4830868,,,,
,,,,,브라운스위트호텔,33.4519236,126.9145384,,,,
,,,,,제주 기장횟집,33.2425405,126.3361249,,,,
,,,,,더퍼스트70 호텔,33.2479896,126.5664832,,,,
,,,,,자매국수,33.5080941,126.5323364,,,,
,,,,,제주도 공항,33.5070337,126.4927541,,,,
,,,,,산방산,33.2413936,126.3134304,,,,
,,,,,숙소,33.2526227,126.2759237,,,,
,,,,,qq,33.4962073,126.7712699,,,,
,,,,,dd,33.4181133,126.5733354,,,,
,,,,,용머리해안,33.2319537,126.3148519,,,,
,,,,,우도,33.4986826,126.9597555,,,,
,,,,,길 게스트하우스,33.2296046,126.3076563,,,,
,,,,,제주공항 도착,33.4896898,126.488293,,,,
,,,,,낭만느림보하우스,33.2582693,126.6041024,,,,
,,,,,해올렛,33.5126751,126.502593,,,,
,,,,,차귀도,33.3090799,126.1646954,,,,
,,,,,용머리해안,33.2314931,126.3148963,,,,
,,,,,오설록 티뮤지업 커피숍,33.3045081,126.2889597,,,,
,,,,,관음사,33.423193,126.558659,,,,
,,,,,올레돔펜션,33.3982124,126.8989932,,,,
,,,,,제주공항,33.4988159,126.49669,,,,
,,,,,부두식당,33.4651649,126.320963,,,,
,,,,,제주시리우스호텔,33.493423,126.4909339,,,,
,,,,,일출랜드,33.3821571,126.8392174,,,,
,,,,,주상절리,33.2368856,126.4250945,,,,
,,,,,오설록티뮤지엄,33.2986141,126.2863225,,,,
,,,,,우도,33.4943672,126.9578977,,,,
,,,,,제주 스카이워터쇼,33.4240123,126.7439007,,,,
,,,,,섭지코지,33.4102331,126.9296776,,,,
,,,,,성산일출봉,33.4501379,126.9134545,,,,
,,,,,만장굴,33.5157769,126.7749795,,,,
,,,,,오설록티뮤지엄,33.2893626,126.2897569,,,,
,,,,,느영나영게스트하우스,33.3007146,126.7666841,,,,
,,,,,하늘이펜션,33.4994152,126.9444115,,,,
,,,,,정방폭포,33.2447021,126.5717701,,,,
,,,,,섭지코지,33.4224906,126.9314894,,,,
,,,,,우도,33.4903157,126.9648043,,,,
,,,,,간장남들,33.552124,126.8112,,,,
,,,,,아트스테이 호텔,33.2454287,126.5667978,,,,
,,,,,하워드존슨연동호텔,33.4853324,126.4924901,,,,
,,,,,공항,33.5063363,126.4930435,,,,
,,,,,귤사랑,33.2715773,126.5323636,,,,
,,,,,독채펜션,33.2736651,126.2390003,,,,
,,,,,쉬고팡,33.3856552,126.8006526,,,,
,,,,,서프라이즈테마파크,33.4650905,126.6586548,,,,
,,,,,현대관광호텔,33.4912989,126.4963629,,,,
,,,,,제주미니랜드,33.4332017,126.6744179,,,,
,,,,,옥만이네,33.4165636,126.2634626,,,,
,,,,,오설록,33.3027905,126.2915492,,,,
,,,,,모모언니 바다간식,33.5575473,126.7538894,,,,
,,,,,아쿠아플라넷,33.4320588,126.9284802,,,,
,,,,,성산일출봉,33.4582796,126.9399352,,,,
,,,,,자연사박물관,33.5048266,126.533794,,,,
,,,,,마라도,33.1140193,126.2716658,,,,
,,,,,산방산,33.2142337,126.3310415,,,,
,,,,,제주공항,33.5055144,126.4930624,,,,
,,,,,조아렌트카,33.4963263,126.472184,,,,
,,,,,제주속으로렌터카,33.5097638,126.5146176,,,,
,,,,,한진렌터카,33.5048315,126.4980544,,,,
,,,,,제주공항,33.5064601,126.492633,,,,
,,,,,제놀쉬,33.4967639,126.451252,,,,
,,,,,제주국제공항,33.5050214,126.4931664,,,,
,,,,,제주조각공원,33.2544942,126.3227215,,,,
,,,,,마리조아 중문점,33.2415563,126.4430994,,,,
,,,,,호텔 윈스토리,33.2476977,126.5575947,,,,
,,,,,금백조로 입구,33.4476348,126.7638947,,,,
,,,,,취다선리조트,33.4718315,126.9127168,,,,
,,,,,가시아방국수,33.4384028,126.9181132,,,,
,,,,,도렐,33.4496218,126.9180155,,,,
,,,,,행사장,33.4570769,126.5623269,,,,
,,,,,하하호호,33.2475964,126.5653932,,,,
,,,,,제주공항,33.487957,126.4887139,,,,
,,,,,쥬디스펜션,33.4965843,126.4508075,,,,
,,,,,썬하우스펜션,33.4231826,126.2784263,,,,
,,,,,제주김만복,33.2331263,126.5055276,,,,
,,,,,까망돼지or칠돈가,33.2553081,126.4105619,,,,
,,,,,제주공항,33.5058634,126.492726,,,,
,,,,,제주공항,33.5199849,126.5258995,,,,
,,,,,1,33.492077,126.4927996,,,,
,,,,,우도,33.5081257,126.9430024,,,,
,,,,,육지로~,33.540567,126.4887677,,,,
,,,,,숙소,33.4585492,126.3160123,,,,
,,,,,진영식당,33.5097418,126.5060423,,,,
,,,,,공항,33.488052,126.5004239,,,,
,,,,,소노캄 제주,33.3043362,126.7920555,,,,
,,,,,썬셋클리프,33.4618081,126.3106944,,,,
,,,,,만장굴,33.5279527,126.7715722,,,,
,,,,,제주몽듀호텔,33.5126385,126.4845578,,,,
,,,,,함덕 마당,33.5439433,126.6737112,,,,
,,,,,금오름,33.3547476,126.3064259,,,,
,,,,,숙소3일차,33.4705418,126.3465948,,,,
,,,,,김포공항,37.5667614,126.8011744,,,,
,,,,,두루치기무한리필,33.3934114,126.7870781,,,,
,,,,,제주공항,33.5065176,126.4930415,,,,
,,,,,점심식사,33.2896847,126.391297,,,,
,,,,,소인나하,33.2842237,126.3244178,,,,
,,,,,한림수목원,33.3889252,126.2407737,,,,
,,,,,소인나라,33.2783655,126.3220803,,,,
,,,,,용머리해안,33.231148,126.3149439,,,,
,,,,,숙소,33.248258,126.4136388,,,,
,,,,,운정네 식사,33.2475022,126.4133744,,,,
,,,,,갈치왕,33.2645029,126.3909359,,,,
,,,,,맥반석식당,33.5227564,126.8577342,,,,
,,,,,고집돌우럭 함덕점,33.5437771,126.6631132,,,,
,,,,,제주공항,33.5068955,126.4930006,,,,
,,,,,제주공항,33.5054225,126.4922143,,,,
,,,,,목장카페,33.4075579,126.7714776,,,,
,,,,,제주국제공항,33.4917136,126.4921149,,,,
,,,,,애월,33.4604238,126.3213892,,,,
,,,,,KM리조트,33.5289494,126.8797025,,,,
,,,,,동명리공간,33.4097256,126.2656091,,,,
,,,,,오후새우시,33.2515955,126.4242509,,,,
,,,,,다다식당,33.4166307,126.2640836,,,,
,,,,,효섬마을초가집,33.4653299,126.6115236,,,,
,,,,,제주공항,33.5061345,126.4923949,,,,
,,,,,AJ렌터카,33.5040015,126.5020966,,,,
,,,,,하우목동항,33.5090978,126.9425183,,,,
,,,,,1,33.4630241,126.8085596,,,,
,,,,,드르쿰다인성산,33.4467026,126.9212961,,,,
,,,,,에어비앤비 ,33.5015733,126.5186007,,,,
,,,,,낚시,33.4665863,126.3225353,,,,
,,,,,감귤체험,33.3036526,126.7172816,,,,
,,,,,길라임펜션,33.5068004,126.4719724,,,,
,,,,,운진항,33.209758,126.2560172,,,,
,,,,,예그리나 카페,33.5154241,126.5131816,,,,
,,,,,제주아트센터,33.4749336,126.5155212,,,,
,,,,,해뜨는 성,33.4661946,126.9358546,,,,
,,,,,오르다 카페,33.4689448,126.9353818,,,,
,,,,,소인국데마,33.2888022,126.3236583,,,,
,,,,,제주월드21,33.5168906,126.5271335,,,,
,,,,,탑동숙소,33.5183869,126.5243636,,,,
,,,,,렌트카,33.5049194,126.4984454,,,,
,,,,,sdfsdf,33.3135404,126.2274216,,,,
,,,,,만장굴향토식당,33.5287158,126.7715385,,,,
,,,,,ㅁ,33.3193962,126.2567628,,,,
,,,,,공항,33.5031786,126.4936184,,,,
,,,,,제주조각공원,33.2520253,126.3221018,,,,
,,,,,비자림,33.4716515,126.8029808,,,,
,,,,,해비치 리조트 숙소,33.3106236,126.8336398,,,,
,,,,,해비치 리조트,33.3106236,126.8336398,,,,
,,,,,카멜리아 힐,33.276696,126.3759786,,,,
,,,,,베이스캠프,33.4950216,126.4510632,,,,
,,,,,곽지해수욕장,33.4426021,126.3012755,,,,
,,,,,숙소 2일,33.2659935,126.1978616,,,,
